time,seconds_elapsed,z,y,x
1782663383892990000,0.036989990234375,0.01375166978687048,0.12215099483728409,0.2715572714805603
1782663383903060000,0.04706005859375,0.029419301077723503,0.07800589501857758,0.2389906942844391
1782663383913129700,0.057129638671875,0.042430974543094635,0.053100813180208206,0.2016712874174118
1782663383923200000,0.067199951171875,0.04135340824723244,0.04454706236720085,0.17779985070228577
1782663383933270000,0.07727001953125,0.030392104759812355,0.05002545192837715,0.16462545096874237
1782663383943339800,0.08733984375,0.024456070736050606,0.0621836818754673,0.1600019633769989
1782663383953409800,0.097409912109375,0.010210555978119373,0.08242211490869522,0.15647834539413452
1782663383963480000,0.10747998046875,0.002683080732822418,0.09782055765390396,0.15183386206626892
1782663383973549800,0.1175498046875,-0.013384036719799042,0.11763474345207214,0.15111348032951355
1782663383983619800,0.127619873046875,-0.02153780683875084,0.14374910295009613,0.1609434187412262
1782663383993690000,0.137690185546875,-0.03039494715631008,0.1867535561323166,0.17050576210021973
1782663384003759900,0.147759765625,-0.041147131472826004,0.21619422733783722,0.1822442263364792
1782663384013830000,0.157829833984375,-0.04473920166492462,0.23742574453353882,0.17884203791618347
1782663384023899000,0.16789892578125,-0.05813077464699745,0.24425266683101654,0.15152089297771454
1782663384033969000,0.177968994140625,-0.06974268704652786,0.22779938578605652,0.11944497376680374
1782663384044039000,0.188038818359375,-0.06750144809484482,0.2344466894865036,0.10972772538661957
1782663384054109000,0.19810888671875,-0.07009323686361313,0.24600987136363983,0.11024544388055801
1782663384064179000,0.208178955078125,-0.07476746290922165,0.2544551193714142,0.11699365824460983
1782663384074249000,0.2182490234375,-0.08117716014385223,0.2643016278743744,0.1262446790933609
1782663384084319000,0.228319091796875,-0.09168875962495804,0.25801560282707214,0.11978454142808914
1782663384094389000,0.238388916015625,-0.10888665169477463,0.2373630702495575,0.10027556121349335
1782663384104458800,0.248458740234375,-0.11972802132368088,0.21588055789470673,0.07502052187919617
1782663384114528800,0.25852880859375,-0.1295284479856491,0.1970117837190628,0.06137847900390625
1782663384124599000,0.26859912109375,-0.13052137196063995,0.18533502519130707,0.05335412174463272
1782663384134667800,0.278667724609375,-0.1253281980752945,0.17987793684005737,0.04287698119878769
1782663384144738000,0.288738037109375,-0.12464293837547302,0.19068710505962372,0.028157221153378487
1782663384154807800,0.298807861328125,-0.12069134414196014,0.17320744693279266,-0.0011423446703702211
1782663384164877800,0.3088779296875,-0.10966449975967407,0.14830291271209717,-0.03848574310541153
1782663384174948000,0.318947998046875,-0.0937206819653511,0.11049986630678177,-0.06924737989902496
1782663384185017900,0.329017822265625,-0.07425498217344284,0.08218557387590408,-0.08048848807811737
1782663384195088000,0.339087890625,-0.05305915325880051,0.07264266908168793,-0.06577320396900177
1782663384205158000,0.349157958984375,-0.03677428141236305,0.07196785509586334,-0.04017823934555054
1782663384215228000,0.359227783203125,-0.01781017892062664,0.06747324019670486,-0.008836294524371624
1782663384225298000,0.3692978515625,0.00034838978899642825,0.07234092801809311,0.027417751029133797
1782663384235368000,0.379367919921875,0.02335464023053646,0.06318950653076172,0.048828497529029846
1782663384245437000,0.38943701171875,0.04400857910513878,0.031994786113500595,0.05872165784239769
1782663384255507000,0.3995068359375,0.06559216976165771,0.011660218238830566,0.06705176085233688
1782663384265577000,0.409576904296875,0.079742431640625,0.00751835759729147,0.08009377866983414
1782663384275647000,0.41964697265625,0.09117192029953003,0.01455762516707182,0.09314938634634018
1782663384285717000,0.429717041015625,0.10008510202169418,0.013761769980192184,0.10722310096025467
1782663384295786800,0.439786865234375,0.10689932852983475,0.01439720019698143,0.1100202202796936
1782663384305857000,0.44985693359375,0.11201735585927963,0.007156921084970236,0.10738549381494522
1782663384315927000,0.459927001953125,0.11346931010484695,-0.0003984668292105198,0.09872356057167053
1782663384325996800,0.469996826171875,0.10910464823246002,-0.005640103947371244,0.0919741839170456
1782663384336067000,0.480067138671875,0.1029181256890297,-0.005530115682631731,0.08224139362573624
1782663384346136800,0.49013671875,0.09416936337947845,-0.003077882109209895,0.07210768014192581
1782663384356206800,0.500206787109375,0.09617951512336731,0.0054421029053628445,0.06661810725927353
1782663384366276000,0.510276123046875,0.0945439413189888,0.017813188955187798,0.060613423585891724
1782663384376346400,0.520346435546875,0.09177238494157791,0.02017994038760662,0.05589723214507103
1782663384386416000,0.530416015625,0.09006861597299576,0.019905459135770798,0.037878744304180145
1782663384396486400,0.540486328125,0.08645790070295334,0.020299073308706284,0.018155908212065697
1782663384406556400,0.550556396484375,0.08887401968240738,0.014452865347266197,-0.008811377920210361
1782663384416626200,0.560626220703125,0.0925063043832779,0.0020502579864114523,-0.032559584826231
1782663384426696200,0.5706962890625,0.09509537369012833,-0.01317258458584547,-0.05033557489514351
1782663384436766500,0.580766357421875,0.10161479562520981,-0.02258552610874176,-0.05559611693024635
1782663384446836200,0.590836181640625,0.10726914554834366,-0.02601030096411705,-0.054756324738264084
1782663384456906200,0.60090625,0.1129659116268158,-0.025090713053941727,-0.05546019971370697
1782663384466976500,0.6109765625,0.11503314971923828,-0.022964293137192726,-0.05766983702778816
1782663384477046300,0.62104638671875,0.11358945071697235,-0.008287345990538597,-0.055403485894203186
1782663384487115300,0.631115234375,0.11292124539613724,0.005812026094645262,-0.05033024773001671
1782663384497185300,0.641185302734375,0.10692939907312393,0.02079976350069046,-0.04114074259996414
1782663384507255300,0.65125537109375,0.10609287768602371,0.0382932648062706,-0.028601497411727905
1782663384517325300,0.6613251953125,0.10606039315462112,0.054204054176807404,-0.015527240931987762
1782663384527395300,0.671395263671875,0.10659735649824142,0.06413067132234573,-0.004611039999872446
1782663384537465300,0.68146533203125,0.10805623233318329,0.06860344856977463,0.0027763021644204855
1782663384547535000,0.69153515625,0.11393967270851135,0.07150044292211533,0.004587926901876926
1782663384557605400,0.70160546875,0.1199919730424881,0.08277732878923416,0.0033221261110156775
1782663384567675400,0.71167529296875,0.12871021032333374,0.09978629648685455,0.012018646113574505
1782663384577745200,0.7217451171875,0.14019642770290375,0.11355191469192505,0.02628839574754238
1782663384587815200,0.731815185546875,0.15644411742687225,0.14600306749343872,0.05282159522175789
1782663384597885400,0.741885498046875,0.17545881867408752,0.19546356797218323,0.09759705513715744
1782663384607954200,0.7519541015625,0.18953421711921692,0.24167947471141815,0.14450056850910187
1782663384618024400,0.7620244140625,0.19241522252559662,0.2592483460903168,0.15975676476955414
1782663384628094200,0.77209423828125,0.20114925503730774,0.24497996270656586,0.1623426377773285
1782663384638164200,0.782164306640625,0.21358302235603333,0.20929467678070068,0.1452382206916809
1782663384648234200,0.792234130859375,0.23015251755714417,0.1597384810447693,0.12180411070585251
1782663384658304300,0.80230419921875,0.24252769351005554,0.12981972098350525,0.10573646426200867
1782663384668374300,0.812374267578125,0.2586688697338104,0.11512972414493561,0.09988640248775482
1782663384678444300,0.8224443359375,0.259744256734848,0.10259981453418732,0.0833207443356514
1782663384688514300,0.832514404296875,0.2589232623577118,0.09293436259031296,0.0597333125770092
1782663384698584300,0.842584228515625,0.25085148215293884,0.08600108325481415,0.03373846411705017
1782663384708654300,0.852654296875,0.2421892136335373,0.05740305036306381,0.007644106633961201
1782663384718724400,0.862724365234375,0.22783291339874268,0.02796420082449913,-0.010731172747910023
1782663384728793300,0.87279345703125,0.21505378186702728,0.018647342920303345,-0.02316940389573574
1782663384738863000,0.882863037109375,0.19335700571537018,0.016945581883192062,-0.023796310648322105
1782663384748933400,0.892933349609375,0.17078591883182526,0.0020811487920582294,-0.012277339585125446
1782663384759003400,0.90300341796875,0.14594635367393494,-0.0010880129411816597,0.008858039043843746
1782663384769073200,0.9130732421875,0.11299186944961548,0.0007314605172723532,0.04326487332582474
1782663384779143400,0.923143310546875,0.07953164726495743,0.0020571821369230747,0.06875291466712952
1782663384789213200,0.933213134765625,0.05087811499834061,-0.0023668077774345875,0.07431714236736298
1782663384799283200,0.943283203125,0.02615918405354023,-0.022840391844511032,0.06614656746387482
1782663384809353500,0.953353515625,0.002353268675506115,-0.043675746768713,0.047805238515138626
1782663384819423200,0.96342333984375,-0.010672518983483315,-0.04934721440076828,0.0368383415043354
1782663384829493200,0.9734931640625,-0.028715185821056366,-0.05775395408272743,0.02607136406004429
1782663384839563300,0.983563232421875,-0.04242434352636337,-0.06323766708374023,0.01759212464094162
1782663384849632300,0.99363232421875,-0.048712752759456635,-0.06400776654481888,0.00705619715154171
1782663384859702300,1.003702392578125,-0.052687253803014755,-0.07152054458856583,-0.01635591872036457
1782663384869772300,1.013772216796875,-0.04993057623505592,-0.07910653948783875,-0.036752842366695404
1782663384879842300,1.02384228515625,-0.047287654131650925,-0.08452766388654709,-0.05205430090427399
1782663384889912300,1.033912353515625,-0.04527396336197853,-0.074038065969944,-0.04651208966970444
1782663384899982300,1.043982421875,-0.048486001789569855,-0.056681983172893524,-0.02782095968723297
1782663384910052400,1.05405224609375,-0.05408964306116104,-0.030075348913669586,0.003656242974102497
1782663384920122400,1.064122314453125,-0.05987429618835449,-0.009421202354133129,0.030560826882719994
1782663384930192100,1.074192138671875,-0.06455013155937195,-0.00025077303871512413,0.05354674533009529
1782663384940262400,1.084262451171875,-0.06649983674287796,0.017845939844846725,0.07025674730539322
1782663384950332400,1.09433251953125,-0.07115726172924042,0.03374965116381645,0.08486446738243103
1782663384960402200,1.104402099609375,-0.07662206888198853,0.03901898115873337,0.09007121622562408
1782663384970471400,1.114471435546875,-0.07748163491487503,0.043133191764354706,0.09235925227403641
1782663384980541200,1.124541259765625,-0.07450555264949799,0.04477636143565178,0.09218401461839676
1782663384990611200,1.134611083984375,-0.06728360801935196,0.046057332307100296,0.08705531060695648
1782663385000681500,1.144681396484375,-0.056977711617946625,0.04699849337339401,0.07919659465551376
1782663385010751200,1.154751220703125,-0.0478859543800354,0.046217985451221466,0.08716907352209091
1782663385020821200,1.1648212890625,-0.03746713325381279,0.04447707533836365,0.09704060852527618
1782663385030891300,1.174891357421875,-0.021127086132764816,0.04472367465496063,0.12600040435791016
1782663385040961300,1.184961181640625,0.0008916643564589322,0.058820851147174835,0.18983343243598938
1782663385051031300,1.19503125,0.012556670233607292,0.08454454690217972,0.26979660987854004
1782663385061101300,1.205101318359375,0.01796421967446804,0.11856164038181305,0.35470137000083923
1782663385071171300,1.21517138671875,0.018468191847205162,0.15747538208961487,0.43217068910598755
1782663385081241300,1.225241455078125,0.01978832110762596,0.19232790172100067,0.5017518997192383
1782663385091310300,1.235310302734375,0.013971308246254921,0.21336618065834045,0.5423116683959961
1782663385101380400,1.24538037109375,0.012382999062538147,0.21422238647937775,0.558822751045227
1782663385111450000,1.2554501953125,0.02209542877972126,0.1987181454896927,0.5460990071296692
1782663385121520400,1.265520263671875,0.033267389982938766,0.16458788514137268,0.5112515091896057
1782663385131590400,1.27559033203125,0.03611849620938301,0.13555440306663513,0.4639142155647278
1782663385141660200,1.28566015625,0.02913488820195198,0.12668395042419434,0.4204314351081848
1782663385151730200,1.295730224609375,0.023992354050278664,0.10896561294794083,0.3803026080131531
1782663385161800400,1.305800537109375,0.01401082519441843,0.10152900218963623,0.34030619263648987
1782663385171870200,1.3158701171875,0.004427093546837568,0.09742173552513123,0.2991703450679779
1782663385181940200,1.325940185546875,-0.004915541969239712,0.11461617052555084,0.2666446268558502
1782663385192010500,1.336010498046875,-0.019344989210367203,0.12300048023462296,0.24458883702754974
1782663385202080300,1.346080322265625,-0.036321043968200684,0.11745311319828033,0.22036844491958618
1782663385212149500,1.3561494140625,-0.04919315502047539,0.09607087075710297,0.18849800527095795
1782663385222219300,1.36621923828125,-0.05420682206749916,0.08500143885612488,0.1576942801475525
1782663385232289300,1.376289306640625,-0.06213489919900894,0.07079704105854034,0.1262999027967453
1782663385242359300,1.386359375,-0.07020027935504913,0.048851530998945236,0.09903925657272339
1782663385252429300,1.39642919921875,-0.07779403030872345,0.032653115689754486,0.07532820850610733
1782663385262499300,1.406499267578125,-0.08153577148914337,0.012286856770515442,0.043888527899980545
1782663385272569000,1.416569091796875,-0.08049850910902023,-0.017510928213596344,0.006547480821609497
1782663385282639400,1.426639404296875,-0.07728567719459534,-0.04681156203150749,-0.035952311009168625
1782663385292709400,1.43670947265625,-0.07081885635852814,-0.07166515290737152,-0.07331480830907822
1782663385302779100,1.446779052734375,-0.06547202914953232,-0.09296724200248718,-0.10699580609798431
1782663385312849400,1.456849365234375,-0.06425400823354721,-0.10509277880191803,-0.12393241375684738
1782663385322918100,1.466918212890625,-0.07263097912073135,-0.11307373642921448,-0.13922642171382904
1782663385332988200,1.47698828125,-0.07696426659822464,-0.12468720972537994,-0.1514236032962799
1782663385343058400,1.487058349609375,-0.08307036012411118,-0.12578842043876648,-0.1644994616508484
