version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation,platform version
3,iPhone 13 Pro,1782811687617,2026-06-30_09-28-07,Africa/Kigali,ios,1.60.1,da439079-96e4-4a48-a79f-d0145449aeb9,Accelerometer|Gyroscope|Annotation|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10||10|10,false,26.5
